User ID,Latitude,Longitude,Smoking Habit,Drinking Habit,Dress Preference,Preferred Ambience,Transport Mode,Marital Status,People Under Charge,Birth Year,Interest,Personality,Religion,Activity Level,Favorite Color,Weight (kg),Budget,Height (cm),Preferred Payment Method,User Preference
U1009,22.159427,-100.990448,False,Abstemious,Formal,Family,On foot,Single,Kids,1991,Variety,Thrifty protector,Catholic,Student,Green,75,Medium,1.78,Cash,Cafeteria
U1009,22.159427,-100.990448,False,Abstemious,Formal,Family,On foot,Single,Kids,1991,Variety,Thrifty protector,Catholic,Student,Green,75,Medium,1.78,Cash,Mexican
U1010,22.190889,-100.998669,False,Social drinker,No preference,Friends,Car owner,Married,Kids,1987,Technology,Hard worker,Atheist,Student,Green,40,Medium,1.67,Cash,Mexican
U1011,23.724972,-99.152856,False,Abstemious,No preference,Family,Public,Single,Independent,1989,Variety,Hard worker,Catholic,Student,Purple,68,Medium,1.78,Cash,Mexican
U1012,18.813348,-99.243697,False,Casual drinker,Formal,Family,Public,Single,Independent,1988,Technology,Hard worker,Catholic,Student,Red,98,Medium,1.84,Bank debit cards,Latin_American
U1012,18.813348,-99.243697,False,Casual drinker,Formal,Family,Public,Single,Independent,1988,Technology,Hard worker,Catholic,Student,Red,98,Medium,1.84,Cash,Latin_American
U1013,22.174624,-100.993873,False,Abstemious,No preference,Friends,Public,Widow,Independent,1982,Retro,Thrifty protector,Atheist,Professional,Blue,80,Medium,1.75,Cash,Japanese
U1013,22.174624,-100.993873,False,Abstemious,No preference,Friends,Public,Widow,Independent,1982,Retro,Thrifty protector,Atheist,Professional,Blue,80,Medium,1.75,Mastercard eurocard,Japanese
U1014,23.751607,-99.170108,False,Abstemious,No preference,Friends,Public,Single,Independent,1990,None,Hard worker,Catholic,Student,Blue,53,Medium,1.69,Cash,Japanese
U1014,23.751607,-99.170108,False,Abstemious,No preference,Friends,Public,Single,Independent,1990,None,Hard worker,Catholic,Student,Blue,53,Medium,1.69,Cash,Fast_Food
U1015,22.12676,-100.905209,True,Social drinker,Informal,Family,Public,Single,Independent,1989,Technology,Thrifty protector,Catholic,Student,Black,87,Medium,1.67,Cash,Mexican
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Cafe-Coffee_Shop
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Contemporary
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Regional
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Fusion
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Japanese
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Portuguese
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,American
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Indian-Pakistani
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Eastern_European
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Lebanese
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Moroccan
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Barbecue
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Polynesian
U1016,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Polish
U1017,18.952615,-99.201616,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Retro,Hunter ostentatious,Atheist,Professional,Orange,79,Medium,1.79,Visa,Chinese
U1017,18.952615,-99.201616,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Retro,Hunter ostentatious,Atheist,Professional,Orange,79,Medium,1.79,Cash,Chinese
U1018,22.190949,-100.917902,True,Casual drinker,Formal,Friends,Public,Single,Independent,1989,Technology,Thrifty protector,Christian,Student,Blue,65,Low,1.83,Cash,Mexican
U1019,22.153385,-100.975294,False,Casual drinker,No preference,Family,Public,Single,Independent,1989,Variety,Thrifty protector,Catholic,Student,Purple,59,Medium,1.6,Cash,Family
U1020,18.878189,-99.222969,False,Abstemious,No preference,Friends,Public,Single,Independent,1982,Technology,Hard worker,Catholic,Professional,Blue,40,Medium,1.68,Bank debit cards,Mexican
U1020,18.878189,-99.222969,False,Abstemious,No preference,Friends,Public,Single,Independent,1982,Technology,Hard worker,Catholic,Professional,Blue,40,Medium,1.68,Cash,Mexican
U1021,23.730569,-99.171883,False,Social drinker,No preference,Family,Car owner,Single,Dependent,1984,None,Hard worker,Catholic,Student,Purple,108,Medium,1.62,Cash,Pizzeria
U1021,23.730569,-99.171883,False,Social drinker,No preference,Family,Car owner,Single,Dependent,1984,None,Hard worker,Catholic,Student,Purple,108,Medium,1.62,Cash,Regional
U1021,23.730569,-99.171883,False,Social drinker,No preference,Family,Car owner,Single,Dependent,1984,None,Hard worker,Catholic,Student,Purple,108,Medium,1.62,Cash,Chinese
U1021,23.730569,-99.171883,False,Social drinker,No preference,Family,Car owner,Single,Dependent,1984,None,Hard worker,Catholic,Student,Purple,108,Medium,1.62,Cash,Burgers
U1022,22.146708,-100.964355,False,Casual drinker,Formal,Family,Car owner,Single,Independent,1990,Variety,Hard worker,Catholic,Student,Purple,46,Medium,1.54,Cash,Mexican
U1023,23.752943,-99.166589,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1988,None,Hard worker,Catholic,Student,Blue,103,Low,1.79,Cash,Mexican
U1026,23.733,-99.133,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Technology,Hunter ostentatious,Catholic,Student,Red,49,Medium,1.55,Bank debit cards,Mexican
U1026,23.733,-99.133,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Technology,Hunter ostentatious,Catholic,Student,Red,49,Medium,1.55,Cash,Mexican
U1027,22.16515,-100.987015,True,Social drinker,No preference,Family,Public,Single,Independent,1989,Retro,Thrifty protector,Catholic,Student,Purple,60,Low,1.65,Cash,Family
U1028,23.752874,-99.169242,False,Abstemious,No preference,Family,Public,Single,Independent,1989,Variety,Hard worker,Christian,Student,Blue,77,Medium,1.63,Cash,Mexican
U1029,22.151796,-100.989075,True,Casual drinker,Formal,Family,Public,Single,Independent,1990,Variety,Conformist,Catholic,Student,White,58,Low,1.6,Cash,Mexican
U1030,18.844818,-99.182758,False,Casual drinker,Formal,Family,On foot,Single,Independent,1991,Eco friendly,Hard worker,Catholic,Student,Black,64,Medium,1.75,Cash,Mexican
U1031,23.735698,-99.159851,False,Abstemious,Informal,Solitary,On foot,Married,Kids,1992,None,Hard worker,Catholic,Others,White,40,Medium,1.6,American express,Mexican
U1031,23.735698,-99.159851,False,Abstemious,Informal,Solitary,On foot,Married,Kids,1992,None,Hard worker,Catholic,Others,White,40,Medium,1.6,Cash,Mexican
U1032,22.169184,-100.986843,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Variety,Hard worker,Catholic,Student,Blue,40,Medium,1.75,Cash,Mexican
U1033,22.15,-100.983,False,Social drinker,No preference,Family,On foot,Single,Independent,1991,None,Hard worker,Atheist,Student,Yellow,54,Low,1.6,Cash,Mexican
U1034,22.137178,-101.013169,False,Casual drinker,Informal,Family,Public,Single,Independent,1990,Technology,Thrifty protector,Catholic,Student,Yellow,50,Medium,1.58,Cash,Mexican
U1035,18.839671,-99.223897,True,Casual drinker,No preference,Friends,Car owner,Single,Independent,1985,Variety,Hunter ostentatious,Atheist,Student,Red,69,Medium,1.75,Visa,Family
U1035,18.839671,-99.223897,True,Casual drinker,No preference,Friends,Car owner,Single,Independent,1985,Variety,Hunter ostentatious,Atheist,Student,Red,69,Medium,1.75,Cash,Family
U1036,22.160572,-100.989418,False,Social drinker,Informal,Family,Public,Single,Independent,1991,None,Hard worker,Catholic,Student,Blue,76,Medium,1.7,Cash,Mexican
U1037,22.15031,-100.900536,False,Social drinker,No preference,Family,Public,Single,Independent,1990,Variety,Thrifty protector,Catholic,Student,Blue,52,Low,1.5,Cash,Mexican
U1038,22.125786,-100.943705,True,Social drinker,No preference,Family,Public,Single,Independent,1930,Variety,Thrifty protector,Catholic,Student,Blue,97,Low,1.83,Cash,Mexican
U1039,23.738067,-99.139906,False,Social drinker,No preference,Friends,Public,Single,Independent,1989,None,Hard worker,Atheist,Student,Yellow,83,Medium,1.73,Cash,Regional
U1040,18.895187,-99.18039,False,Abstemious,No preference,Friends,Public,Single,Independent,1994,None,Thrifty protector,Catholic,Student,Blue,73,Medium,1.64,Cash,Pizzeria
U1041,18.935191,-99.23624,False,Abstemious,No preference,Friends,On foot,Single,Independent,1985,Eco friendly,Hunter ostentatious,Catholic,Professional,White,40,Medium,1.62,Visa,Contemporary
U1041,18.935191,-99.23624,False,Abstemious,No preference,Friends,On foot,Single,Independent,1985,Eco friendly,Hunter ostentatious,Catholic,Professional,White,40,Medium,1.62,American express,Contemporary
U1041,18.935191,-99.23624,False,Abstemious,No preference,Friends,On foot,Single,Independent,1985,Eco friendly,Hunter ostentatious,Catholic,Professional,White,40,Medium,1.62,Cash,Contemporary
U1041,18.935191,-99.23624,False,Abstemious,No preference,Friends,On foot,Single,Independent,1985,Eco friendly,Hunter ostentatious,Catholic,Professional,White,40,Medium,1.62,Bank debit cards,Contemporary
U1042,18.925773,-99.219589,False,Abstemious,No preference,Family,Car owner,Single,Independent,1943,Technology,Thrifty protector,Christian,Student,Yellow,40,High,1.4,Bank debit cards,Mexican
U1043,23.77103,-99.167082,False,Abstemious,No preference,Solitary,Public,Single,Independent,1989,Technology,Hard worker,Atheist,Student,White,60,Medium,1.64,Cash,Latin_American
U1044,18.95298,-99.260789,True,Social drinker,Informal,Family,Car owner,Married,Kids,1969,Variety,Thrifty protector,Catholic,Professional,Orange,85,Medium,1.73,Mastercard eurocard,Mexican
U1044,18.95298,-99.260789,True,Social drinker,Informal,Family,Car owner,Married,Kids,1969,Variety,Thrifty protector,Catholic,Professional,Orange,85,Medium,1.73,Cash,Mexican
U1044,18.95298,-99.260789,True,Social drinker,Informal,Family,Car owner,Married,Kids,1969,Variety,Thrifty protector,Catholic,Professional,Orange,85,Medium,1.73,Bank debit cards,Mexican
U1044,18.95298,-99.260789,True,Social drinker,Informal,Family,Car owner,Married,Kids,1969,Variety,Thrifty protector,Catholic,Professional,Orange,85,Medium,1.73,Visa,Mexican
U1045,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Middle_Eastern
U1045,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Mexican
U1045,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Mongolian
U1045,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Moroccan
U1046,22.144415,-100.933097,False,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,Retro,Hard worker,Catholic,Student,Black,82,Medium,1.84,Cash,Bar
U1047,22.142429,-100.949147,False,Abstemious,No preference,Family,Public,Single,Independent,1992,Retro,Thrifty protector,Catholic,Student,Purple,60,Medium,1.63,Cash,American
U1048,22.142208,-101.022785,True,Casual drinker,No preference,Family,Public,Single,Independent,1988,Eco friendly,Thrifty protector,Atheist,Student,Green,65,Medium,1.7,Cash,Mexican
U1049,22.15,-100.983,False,Casual drinker,Informal,Solitary,Public,Single,Independent,1991,None,Hard worker,Atheist,Student,Blue,55,Medium,1.6,Cash,Mexican
U1050,23.758815,-99.171216,False,Social drinker,No preference,Family,Car owner,Single,Independent,1989,Variety,Hard worker,Atheist,Student,Green,73,Medium,1.71,Cash,Mexican
U1051,18.877719,-99.22299,False,Casual drinker,No preference,Family,Public,Single,Independent,1979,Variety,Thrifty protector,Atheist,Professional,Blue,74,Medium,1.76,Cash,Mexican
U1051,18.877719,-99.22299,False,Casual drinker,No preference,Family,Public,Single,Independent,1979,Variety,Thrifty protector,Atheist,Professional,Blue,74,Medium,1.76,Visa,Mexican
U1052,22.138055,-100.936005,True,Social drinker,No preference,Family,On foot,Single,Independent,1990,None,Conformist,Catholic,Student,Blue,85,Low,1.8,Cash,Bakery
U1053,22.175833,-100.986671,False,Casual drinker,Informal,Family,Public,Single,Independent,1990,Variety,Thrifty protector,Catholic,Student,Red,66,Low,1.72,Cash,Mexican
U1054,22.150683,-100.975342,False,Social drinker,Formal,Family,Public,Single,Independent,1992,Technology,Thrifty protector,Catholic,Student,Blue,59,Medium,1.7,Cash,Mexican
U1055,22.143289,-100.987683,False,Abstemious,No preference,Family,Car owner,Married,Dependent,1952,None,Hard worker,Catholic,Professional,Blue,70,Medium,1.66,Cash,Breakfast-Brunch
U1056,22.168997,-100.974376,False,Social drinker,Informal,Family,On foot,Single,Independent,1930,None,Hard worker,Catholic,Student,Yellow,61,Medium,1.62,Cash,Mexican
U1057,22.196624,-100.91217,True,Casual drinker,Formal,Friends,Public,Single,Independent,1989,Technology,Hunter ostentatious,Catholic,Student,Yellow,69,Medium,1.83,Visa,American
U1057,22.196624,-100.91217,True,Casual drinker,Formal,Friends,Public,Single,Independent,1989,Technology,Hunter ostentatious,Catholic,Student,Yellow,69,Medium,1.83,Cash,American
U1058,22.205802,-100.986081,False,Abstemious,Formal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Red,74,Low,1.78,Cash,Cuban
U1059,18.988278,-99.097023,False,Abstemious,Formal,Friends,On foot,Single,Independent,1987,Technology,Thrifty protector,Catholic,Student,Blue,57,Medium,1.69,Cash,Mexican
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Burgers
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Cafeteria
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Pizzeria
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Juice
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,American
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Tex-Mex
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Spanish
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Mexican
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Fast_Food
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Cafe-Coffee_Shop
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Soup
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Hot_Dogs
U1060,23.715238,-99.158864,False,Casual drinker,Formal,Family,Public,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,Blue,82,Medium,1.84,Cash,Italian
U1061,22.140388,-100.937321,False,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,None,Hard worker,Catholic,Professional,Blue,40,Medium,1.76,Bank debit cards,Mexican
U1061,22.140388,-100.937321,False,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,None,Hard worker,Catholic,Professional,Blue,40,Medium,1.76,Cash,Mexican
U1062,22.195826,-101.006317,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1985,Variety,Hard worker,Catholic,Student,Yellow,88,Medium,1.68,Cash,Mexican
U1062,22.195826,-101.006317,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1985,Variety,Hard worker,Catholic,Student,Yellow,88,Medium,1.68,Visa,Mexican
U1063,23.745096,-99.164357,False,Casual drinker,Formal,Family,Public,Single,Independent,1988,Eco friendly,Conformist,Catholic,Student,Red,80,Medium,1.78,Cash,Mexican
U1064,22.139511,-100.957002,False,Casual drinker,Formal,Solitary,Public,Single,Independent,1991,Variety,Hunter ostentatious,Atheist,Student,Blue,94,Medium,1.77,Cash,Mexican
U1065,23.733665,-99.105617,False,Abstemious,Formal,Friends,Public,Single,Independent,1989,Technology,Conformist,Catholic,Student,Green,55,Medium,1.72,Cash,Mexican
U1066,18.890695,-99.157104,False,Abstemious,Informal,Solitary,Public,Single,Independent,1986,Technology,Thrifty protector,Catholic,Student,Green,45,Low,1.45,Bank debit cards,Mexican
U1066,18.890695,-99.157104,False,Abstemious,Informal,Solitary,Public,Single,Independent,1986,Technology,Thrifty protector,Catholic,Student,Green,45,Low,1.45,Cash,Mexican
U1067,23.752269,-99.168605,False,Abstemious,No preference,Family,Public,Single,Independent,1987,Technology,Thrifty protector,Christian,Student,Green,92,Medium,1.73,Cash,Mexican
U1068,23.752269,-99.168605,False,Casual drinker,Informal,Friends,Public,Single,Independent,1988,Technology,Thrifty protector,Catholic,Student,Blue,72,Low,1.57,Cash,Mexican
U1069,19.347641,-99.130229,False,Social drinker,No preference,Family,Public,Single,Independent,1983,Variety,Thrifty protector,Catholic,Professional,Black,60,Medium,1.56,Cash,Mexican
U1069,19.347641,-99.130229,False,Social drinker,No preference,Family,Public,Single,Independent,1983,Variety,Thrifty protector,Catholic,Professional,Black,60,Medium,1.56,Mastercard eurocard,Mexican
U1070,23.753237,-99.166868,False,Casual drinker,Informal,Friends,Public,Single,Independent,1991,Variety,Thrifty protector,Catholic,Student,Green,47,Low,1.6,Cash,Mexican
U1071,22.154339,-100.975342,False,Abstemious,Formal,Friends,Car owner,Single,Independent,1930,None,Hunter ostentatious,Atheist,Student,Blue,40,High,1.73,Cash,Mexican
U1072,18.86826,-99.212033,False,Casual drinker,No preference,Family,Public,Single,Independent,1984,Eco friendly,Thrifty protector,Christian,Student,Red,50,Medium,1.54,Cash,Mexican
U1072,18.86826,-99.212033,False,Casual drinker,No preference,Family,Public,Single,Independent,1984,Eco friendly,Thrifty protector,Christian,Student,Red,50,Medium,1.54,Bank debit cards,Mexican
U1073,22.15,-100.983,False,Abstemious,Informal,Solitary,Car owner,Widow,Kids,1989,None,Hard worker,Atheist,Others,Yellow,118,Medium,1.79,Cash,American
U1074,18.917,-99.25,True,Casual drinker,No preference,Family,Car owner,Single,Kids,1967,Eco friendly,Hard worker,Catholic,Professional,Black,68,Medium,1.7,Cash,Sushi
U1074,18.917,-99.25,True,Casual drinker,No preference,Family,Car owner,Single,Kids,1967,Eco friendly,Hard worker,Catholic,Professional,Black,68,Medium,1.7,Bank debit cards,Sushi
