placeID,latitude,longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services,Rcuisine,parking_lot,Rpayment,hours,days
135071,22.126375,-100.910926,0101000020957F0000E3A742Bfc14D58C1F4E529A7F3914B41,Restaurante La Cantina,De La Estrella 2005 Estrella De Oriente,San Luis Potosi,San Luis Potosi,Mexico,?,78396,Full Bar,Section,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Bar,Yes,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135069,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18Fd29Ad0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,?,78399,Wine/ Beer,None,Informal,No Accessibility,Low,?,Familiar,F,Closed,None,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135060,22.156883,-100.978485,0101000020957F00004C95C918394758C17A5C44896Aa34B41,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,?,78310,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Seafood,None,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;
135059,22.145108,-100.989547,0101000020957F000005810F19B84858C136805B2745A74B41,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,?,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135058,22.165587,-101.001273,0101000020957F0000Eb71019D424558C15Cc5404365A94B41,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,?,64000,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,T,Closed,None,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
135057,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante And Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,?,78390,Wine/ Beer,Section,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Bar,Yes,American Express,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
135055,22.148854,-101.008472,0101000020957F00006610Da0F9F4758C12Ed00Ba771Ac4B41,La Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,?,78270,No Alcohol,Section,Informal,No Accessibility,High,?,Familiar,F,Closed,None,Mexican,Yes,American Express,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135054,22.140626,-100.915657,0101000020957F000011E92Cce714B58C19Bf8C0Ca75924B41,Restaurante Y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella De Oriente,San Luis Potosi,San Luis Potosi,Mexico,?,78000S,No Alcohol,None,Informal,No Accessibility,High,?,Familiar,F,Closed,None,Seafood,Yes,Mastercard-Eurocard,07:00-19:00;,Mon;Tue;Wed;Thu;Fri;
135053,22.178931,-101.012861,0101000020957F0000B3C05Ab5E54258C180F99573E7Ab4B41,La Fontana Pizza Restaurante And Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,?,62460,No Alcohol,Section,Informal,No Accessibility,High,?,Familiar,F,Closed,None,Cafeteria,Yes,American Express,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135052,22.150981,-100.977412,0101000020957F0000B72147F1274858C189A406Ed75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,?,78000,Full Bar,None,Informal,No Accessibility,High,Lacantinaslp.Com,Familiar,F,Closed,None,Bar,None,Mastercard-Eurocard,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135049,22.135011,-101.0286,0101000020957F00005Dad35642E4958C11Bbcde4A02B34B41,Restaurante De Mariscos La Langosta,Cordillera De Los Alpes 675 Loma Verde,San Luis Potosi,San Luis Potosi,Mexico,?,78214,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Seafood,None,Cash,12:00-20:00;,Mon;Tue;Wed;Thu;Fri;
135048,22.142017,-100.999246,0101000020957F00008032636Eec4858C16Cdf265038Aa4B41,Restaurante Bar Fu-Hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,?,78269,Wine/ Beer,None,Informal,No Accessibility,High,?,Familiar,F,Closed,None,Bar,Yes,American Express,11:00-22:30;,Mon;Tue;Wed;Thu;Fri;
135046,22.141282,-101.002958,0101000020957F000011Dfb4E3Ee4858C13F78758452Ab4B41,Restaurante El Reyecito,Agricultura 595 Del Valle,San Luis Potosi,San Luis Potosi,Mexico,?,78200,No Alcohol,None,Informal,No Accessibility,Medium,Reyecito.Com,Familiar,F,Closed,None,Fast Food,Yes,Mastercard-Eurocard,08:30-21:00;,Mon;Tue;Wed;Thu;Fri;
135044,22.141848,-100.997475,0101000020957F0000C8B62F9Eff4858C14Fa6C296B9A94B41,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,San Luis Potosi,Mexico,?,78240,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Chinese,None,Cash,13:00-22:30;,Mon;Tue;Wed;Thu;Fri;
135043,22.185756,-100.944518,0101000020957F00006B9D7207Be4358C12419118D05984B41,Pizza Clasica,524 Soledad De Graciano Sanchez,Soledad,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Fast Food,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135042,22.159357,-100.973411,0101000020957F0000C66Bb014Fc4658C17Cfe8D93D2A14B41,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,?,78269,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Chinese,None,Cash,11:00-21:30;,Mon;Tue;Wed;Thu;Fri;
135041,22.15106,-100.977659,0101000020957F0000D2002719234858C1Cc7A9Fc186A34B41,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,No Accessibility,Medium,Lunacafe.Com.Mx,Familiar,F,Closed,None,Bar,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135039,22.145893,-100.97487,0101000020957F000040D5Ce4E014958C177Dc62Ae09A34B41,Restaurant De Mariscos De Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,?,79300,No Alcohol,Section,Informal,No Accessibility,Low,?,Familiar,F,Closed,None,Seafood,Yes,Cash,10:00-20:00;,Mon;Tue;Wed;Thu;Fri;
135035,22.145813,-101.018032,0101000020957F00004Ddb874Cd24758C1F29E91E259Af4B41,El Mundo De La Pasta,Rio Papaloapan 265 Lomas De San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,?,78210,No Alcohol,Section,Informal,No Accessibility,High,?,Familiar,F,Closed,None,Italian,Yes,American Express,13:30-23:30;,Mon;Tue;Wed;Thu;Fri;
135034,22.140517,-101.021422,0101000020957F000026D92Bb4894858C161A7552Da2B04B41,Michiko Restaurant Japones,Cordillera De Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,?,78210,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Japanese,None,American Express,13:30-23:00;,Mon;Tue;Wed;Thu;Fri;
135032,22.152481,-100.973486,0101000020957F000017D69Ff5084858C1A8F2188740A24B41,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,?,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135030,22.14788,-100.989472,0101000020957F0000C57C76034C4858C10E437A7E15A74B41,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,No Accessibility,Medium,?,Quiet,F,Closed,Internet,Cafe-Coffee Shop,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135028,22.146658,-100.987219,0101000020957F0000B4F00Bdd8B4858C10Ac3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Mexican,None,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135027,22.147145,-100.974494,0101000020957F000087Bedde8D24858C1B20Cdb33Dba24B41,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Mexican,None,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135025,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006Ab4A34B41,El Rincon De San Francisco,1A. De Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Mexican,None,American Express,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135021,18.933537,-99.222497,0101000020957F00005645259D836D5Ac11Ef994E27F514A41,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,?,62290,No Alcohol,Not Permitted,Informal,No Accessibility,Low,?,Familiar,T,Closed,None,Fast Food,Public,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135018,18.859803,-99.222164,0101000020957F0000C015D38251795Ac1D8D396893A554A41,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,?,?,Full Bar,Permitted,Informal,Completely,Medium,Eloceanodorado.Com,Familiar,F,Open,Variety,Mexican,Yes,Bank Debit Cards,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
134983,18.948657,-99.235361,0101000020957F0000Def36F4Fc76A5Ac162B083D9A0544A41,Restaurant And Bar And Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,?,62250,Full Bar,Section,Informal,No Accessibility,High,Carlosandcharlies.Com,Familiar,F,Closed,None,Bar,Yes,Mastercard-Eurocard,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132958,22.1449787,-101.0056829,0101000020957F000049095Eb34A4858C15Cb4Bd1Ee1Ab4B41,Tacos Los Volcanes,Avenida Hivno Nacional,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,Completely,Low,?,Quiet,T,Closed,None,American,None,Bank Debit Cards,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132955,22.147622,-101.0102749,0101000020957F000068Be7C87C24758C1920A360A08Ad4B41,Emilianos,Venustiano Carranza,San Luis Potos,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,Completely,Low,?,Familiar,T,Closed,Variety,Bar Pub Brewery,None,Carte Blanche,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132954,22.1603808,-100.9880447,0101000020957F0000F78F04596C4658C1C151Aa1Aefa54B41,La Parroquia,Venustiano Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Partially,Medium,?,Familiar,T,Closed,None,Breakfast-Brunch,Yes,Bank Debit Cards,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132951,22.1544736,-100.9858091,0101000020957F0000Bac859A0634758C1C3E84Fcaa5A54B41,Vips,Nicolas Zapata 300,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Casual,Completely,Low,?,Familiar,F,Closed,None,American,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132937,22.1500193,-100.9799203,0101000020957F0000F9F19Ddc3B4858C191B265A83Ba44B41,Rockabilly ,Agustin De Iturbide,San Luis Potosi,San Luis Potosi,Mexico,?,?,Full Bar,Section,Informal,Completely,Low,?,Quiet,F,Closed,Variety,Bar,None,Cash,21:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132925,22.1534997,-100.976243,0101000020957F00001Ef62687Cd4758C1Be336F4Efaa24B41,El Pueblito,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,Not Permitted,Informal,Completely,Medium,?,Familiar,F,Closed,None,Mexican,None,Cash,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132922,22.1511348,-100.9823115,0101000020957F000060A98A38Ff4758C146718E41D9A44B41,Cafe Punta Del Cielo,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Permitted,Formal,Completely,Medium,?,Familiar,F,Closed,None,Cafeteria,None,Cash,19:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132921,22.150305,-100.9891337,0101000020957F00006376Bb64Ef4758C1013687E5D7A64B41,Crudalia,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,Section,Casual,Completely,Low,?,Quiet,F,Open,None,Bar,None,Cash,01:00-20:30;,Mon;Tue;Wed;Thu;Fri;
132885,22.1795169,-100.9584358,0101000020957F0000B1Da6F2D504458C112A26Ca45B9C4B41,Hamburguesas Saul,Av. Saan Luis Enttre Moctezuma Y Salinas,San Luis Potosi,San Luis Potosi,Mexico,?,78433,No Alcohol,None,Informal,Completely,Low,?,Familiar,F,Closed,None,Cafeteria,Public,Cash,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132875,22.1499013,-100.9937793,0101000020957F00008A2A0747De4758C11Eb31D2A31A84B41,Shi Ro Ie,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,Section,Informal,No Accessibility,High,?,Familiar,T,Open,Internet,Japanese,Valet Parking,Bank Debit Cards,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132872,22.1735955,-100.9946027,0101000020957F0000942C3434384458C1C2D3499804A74B41,Pizzeria Julios,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Partially,Medium,?,Familiar,F,Closed,None,American,Public,Bank Debit Cards,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132870,22.1430781,-100.9354788,0101000020957F0000550Fc1Fc854A58C16D7D4E35F8974B41,Tortas Y Hamburguesas El Gordo,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,No Accessibility,Low,?,Familiar,F,Closed,None,Burgers,None,Cash,10:30-23:00;,Mon;Tue;Wed;Thu;Fri;
132869,22.1412384,-100.9239252,0101000020957F0000Bc62C18D1F4B58C169E0A959C8944B41,Dominos Pizza,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Pizzeria,Yes,Cash,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132866,22.1412198,-100.9313107,0101000020957F000013871838Ec4A58C1B5Df74F8E3964B41,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Medium,?,Familiar,F,Closed,None,Bakery,Yes,Cash,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132862,22.1506429,-100.9870148,0101000020957F0000Af95272Cf14758C165B2F91238A64B41,La Posada Del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Casual,Completely,High,?,Familiar,F,Closed,None,International,Valet Parking,Bank Debit Cards,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132861,22.1480965,-101.0173023,0101000020957F000074Bbaf047E4758C1424B73C701Af4B41,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Medium,?,Familiar,T,Closed,None,Burgers,Yes,Bank Debit Cards,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132858,22.1312917,-100.9371941,0101000020957F0000608Cf6D8474C58C1Dbf7C50028994B41,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,Completely,Low,?,Familiar,F,Closed,None,Burgers,None,Cash,18:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132856,22.1513782,-100.9746337,0101000020957F0000C1B7D30B2C4858C1Ce557111A5A24B41,Unicols Pizza,Plaza Del Carmen,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,Completely,Low,?,Familiar,F,Closed,None,Italian,None,Cash,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132854,22.1378633,-100.9383273,0101000020957F0000Fec3Fb453E4B58C19B4A463617994B41,Sirlone,Carr. Mexico,San Luis Potosi,San Luis Potosi,Mexico,?,?,Wine/ Beer,None,Informal,Completely,Medium,?,Familiar,F,Closed,None,International,Yes,Bank Debit Cards,10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
132851,22.136872,-100.9345736,0101000020957F0000C74De39C7F4B58C1061F291714984B41,Kfc,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Low,?,Familiar,F,Closed,None,American,Yes,Cash,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132846,22.1422732,-100.9426537,0101000020957F000065D51Ee7724A58C1B688A454109A4B41,El Lechon Potosino ,Circuito Oriente Esq. Carretera 57,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,Permitted,Casual,No Accessibility,Low,?,Familiar,F,Open,None,International,None,Cash,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132845,22.1262926,-100.9007764,0101000020957F0000B230F8670C4E58C1D590A2700F8F4B41,Cenaduria El Rincón De Tlaquepaque,Av. Seminario,San Luis Potosi,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Mexican,None,Cash,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132834,22.156469,-100.98554,0101000020957F00007768135A174758C155D318Cb73A54B41,Gorditas Doa Gloria,Sevilla Y Olmedo 715 A,San Luis Potosi,San Luis Potosi,Mexico,?,78349,No Alcohol,Not Permitted,Casual,No Accessibility,Low,?,Familiar,F,Closed,None,Mexican,Public,Cash,08:30-15:00;,Mon;Tue;Wed;Thu;Fri;
132825,22.1473922,-100.983092,0101000020957F00001Ad016568C4858C1243261274Ba54B41,Puesto De Tacos,Esquina Santos Degollado Y Leon Guzman,San Luis Potosi.,San Luis Potosi.,Mexico,?,78280,No Alcohol,None,Informal,Completely,Low,?,Familiar,F,Open,None,Mexican,None,Cash,09:00-12:00;,Mon;Tue;Wed;Thu;Fri;
132773,18.8699929,-99.2103195,0101000020957F0000B1F935F9Fa775Ac1D06Dfd1017514A41,El Cotorreo,Emiliano Zapata Col. Tres De Mayo,Cuernavaca,Morelos,Mexico,?,?,Wine/ Beer,Permitted,Informal,No Accessibility,Low,?,Familiar,F,Open,None,Family,None,Cash,10:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132768,18.9257734,-99.2326355,0101000020957F000000Dd3546816E5Ac119D4Bd17Fd544A41,Mariscos Tia Licha,Avenida Salvador Montiel ,Cuernavaca,Morelos,Mexico,?,62320,No Alcohol,Not Permitted,Casual,Partially,Medium,?,Familiar,T,Closed,None,Family,None,Bank Debit Cards,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132767,18.8820871,-99.1630268,0101000020957F00001672C2C435775Ac1F69Bf2Ef0D424A41,Restaurant Familiar El Chino,Paseo De Las Fuentes,Jiutepec,Morelos,Mexico,?,?,Wine/ Beer,Permitted,Casual,Partially,Medium,?,Familiar,F,Open,Variety,Vietnamese,Yes,American Express,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132766,18.9101777,-99.2315438,0101000020957F000043A319Ba06715Ac19443369877554A41,Mikasa,Himno Nacional Esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,?,?,Wine/ Beer,None,Informal,No Accessibility,Medium,?,Familiar,F,Closed,None,Japanese,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132755,22.153324,-101.0195459,0101000020957F000026Cade45A14658C1F011Ebca55Af4B41,La Estrella De Dimas,Av. De Los Pintores,San Luis Potosi,San Luis Potosi.,Mexico,?,?,No Alcohol,None,Informal,Partially,Medium,?,Familiar,F,Closed,Variety,Mexican,Public,Bank Debit Cards,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132754,22.1477379,-100.9906163,0101000020957F00002493B678494858C1Ad55D2316Ba74B41,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,San Luis Potosi.,Mexico,?,?,No Alcohol,None,Informal,Partially,Medium,?,Familiar,F,Closed,None,Mexican,None,Cash,08:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132740,23.7521965,-99.1666317,0101000020957F000027A30471Ee8157C1Ac17D61Ec84E4941,Carreton De Flautas Y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Permitted,Informal,Completely,Low,?,Familiar,F,Open,None,Mexican,None,Cash,08:30-12:00;,Mon;Tue;Wed;Thu;Fri;
132733,23.7527071,-99.1625655,0101000020957F0000F2F4110Cf28157C1Dcfd7C1Ba04D4941,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,?,No Alcohol,Not Permitted,Informal,Completely,Medium,?,Familiar,T,Closed,None,Pizzeria,Yes,Bank Debit Cards,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132732,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272Fecbf84F4941,Taqueria El Amigo ,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,?,87018,No Alcohol,None,Casual,Completely,Low,?,Familiar,F,Open,None,Mexican,None,Cash,19:00-01:00;,Mon;Tue;Wed;Thu;Fri;
132723,22.1489337,-101.019845,0101000020957F0000B366C9254B4758C191987F9Caeaf4B41,Gordas De Morales,?,Ciudad Victoria,San Luis Potosi,Mexico,?,?,Full Bar,Section,Informal,Completely,Medium,?,Familiar,F,Closed,None,Mexican,Public,Visa,06:30-15:00;,Mon;Tue;Wed;Thu;Fri;
132717,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188Accf0A444B4941,Tortas Hawai,?,Ciudad Victoria,San Luis Potosi,Mexico,?,?,No Alcohol,Not Permitted,Informal,Partially,Medium,?,Familiar,F,Closed,None,Fast Food,Public,Cash,09:30-21:30;,Mon;Tue;Wed;Thu;Fri;
132715,23.7324226,-99.1586602,0101000020957F00004609B96F198557C11973490A874D4941,Tacos De La Estacion,?,Ciudad Victoria,San Luis Potosi,Mexico,?,?,No Alcohol,None,Informal,No Accessibility,Low,?,Quiet,F,Open,None,Mexican,None,Cash,09:00-16:00;,Mon;Tue;Wed;Thu;Fri;
