Place ID,R Latitude,R Longitude,Restaurant Name,Address,City,State,Country,ZIP Code,Alcohol Availability,Smoking Area,Dress Code,Accessibility,Price Range,Ambience,Area,Other Services,Cuisine Type,Parking Availability,Payment Methods,Opening Hours,Operating Days
135071,22.126375,-100.910926,Restaurante La Cantina,De La Estrella 2005 Estrella De Oriente,San Luis Potosi,San Luis Potosi,Mexico,78396,Full Bar,Section,Informal,No Accessibility,Medium,Familiar,Closed,None,Bar,Yes,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135069,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine/ Beer,None,Informal,No Accessibility,Low,Familiar,Closed,None,Bar,Yes,Cash,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135060,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Seafood,None,Cash,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;
135059,22.145108,-100.989547,Restaurant Bar Hacienda Los Martinez,Santos Degollado 745 Los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,78250,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,None,Bar,Yes,Cash,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135058,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,64000,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Pizzeria,Public,Mastercard-Eurocard,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
135057,22.145992,-100.955118,El Herradero Restaurante And Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,78390,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,None,Bar,Yes,American Express,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;
135055,22.148854,-101.008472,La Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,78270,No Alcohol,Section,Informal,No Accessibility,High,Familiar,Closed,None,Mexican,Yes,American Express,14:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135054,22.140626,-100.915657,Restaurante Y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella De Oriente,San Luis Potosi,San Luis Potosi,Mexico,78000S,No Alcohol,None,Informal,No Accessibility,High,Familiar,Closed,None,Seafood,Yes,Mastercard-Eurocard,07:00-19:00;,Mon;Tue;Wed;Thu;Fri;
135053,22.178931,-101.012861,La Fontana Pizza Restaurante And Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,62460,No Alcohol,Section,Informal,No Accessibility,High,Familiar,Closed,None,Cafeteria,Yes,American Express,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135052,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Full Bar,None,Informal,No Accessibility,High,Familiar,Closed,None,Bar,None,Mastercard-Eurocard,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135049,22.135011,-101.0286,Restaurante De Mariscos La Langosta,Cordillera De Los Alpes 675 Loma Verde,San Luis Potosi,San Luis Potosi,Mexico,78214,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Seafood,None,Cash,12:00-20:00;,Mon;Tue;Wed;Thu;Fri;
135048,22.142017,-100.999246,Restaurante Bar Fu-Hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,78269,Wine/ Beer,None,Informal,No Accessibility,High,Familiar,Closed,None,Bar,Yes,American Express,11:00-22:30;,Mon;Tue;Wed;Thu;Fri;
135046,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 Del Valle,San Luis Potosi,San Luis Potosi,Mexico,78200,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Fast Food,Yes,Mastercard-Eurocard,08:30-21:00;,Mon;Tue;Wed;Thu;Fri;
135044,22.141848,-100.997475,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,San Luis Potosi,Mexico,78240,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Chinese,None,Cash,13:00-22:30;,Mon;Tue;Wed;Thu;Fri;
135043,22.185756,-100.944518,Pizza Clasica,524 Soledad De Graciano Sanchez,Soledad,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Fast Food,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135042,22.159357,-100.973411,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,78269,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Chinese,None,Cash,11:00-21:30;,Mon;Tue;Wed;Thu;Fri;
135041,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Bar,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135039,22.145893,-100.97487,Restaurant De Mariscos De Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,79300,No Alcohol,Section,Informal,No Accessibility,Low,Familiar,Closed,None,Seafood,Yes,Cash,10:00-20:00;,Mon;Tue;Wed;Thu;Fri;
135035,22.145813,-101.018032,El Mundo De La Pasta,Rio Papaloapan 265 Lomas De San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,78210,No Alcohol,Section,Informal,No Accessibility,High,Familiar,Closed,None,Italian,Yes,American Express,13:30-23:30;,Mon;Tue;Wed;Thu;Fri;
135034,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera De Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,78210,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Japanese,None,American Express,13:30-23:00;,Mon;Tue;Wed;Thu;Fri;
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,None,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,None,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Mexican,None,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Mexican,None,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
135025,22.14955,-100.97797,El Rincon De San Francisco,1A. De Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Mexican,None,American Express,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135021,18.933537,-99.222497,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,62290,No Alcohol,Not Permitted,Informal,No Accessibility,Low,Familiar,Closed,None,Fast Food,Public,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
135018,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,?,Full Bar,Permitted,Informal,Completely,Medium,Familiar,Open,Variety,Mexican,Yes,Bank Debit Cards,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
134983,18.948657,-99.235361,Restaurant And Bar And Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,62250,Full Bar,Section,Informal,No Accessibility,High,Familiar,Closed,None,Bar,Yes,Mastercard-Eurocard,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132958,22.1449787,-101.0056829,Tacos Los Volcanes,Avenida Hivno Nacional,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,Completely,Low,Quiet,Closed,None,American,None,Bank Debit Cards,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132955,22.147622,-101.0102749,Emilianos,Venustiano Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,Completely,Low,Familiar,Closed,Variety,Bar Pub Brewery,None,Carte Blanche,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132954,22.1603808,-100.9880447,La Parroquia,Venustiano Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Partially,Medium,Familiar,Closed,None,Breakfast-Brunch,Yes,Bank Debit Cards,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132951,22.1544736,-100.9858091,Vips,Nicolas Zapata 300,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Casual,Completely,Low,Familiar,Closed,None,American,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132937,22.1500193,-100.9799203,Rockabilly ,Agustin De Iturbide,San Luis Potosi,San Luis Potosi,Mexico,?,Full Bar,Section,Informal,Completely,Low,Quiet,Closed,Variety,Bar,None,Cash,21:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132925,22.1534997,-100.976243,El Pueblito,?,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Not Permitted,Informal,Completely,Medium,Familiar,Closed,None,Mexican,None,Cash,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132922,22.1511348,-100.9823115,Cafe Punta Del Cielo,?,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Permitted,Formal,Completely,Medium,Familiar,Closed,None,Cafeteria,None,Cash,19:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132921,22.150305,-100.9891337,Crudalia,?,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Casual,Completely,Low,Quiet,Open,None,Bar,None,Cash,01:00-20:30;,Mon;Tue;Wed;Thu;Fri;
132885,22.1795169,-100.9584358,Hamburguesas Saul,Av. Saan Luis Enttre Moctezuma Y Salinas,San Luis Potosi,San Luis Potosi,Mexico,78433,No Alcohol,None,Informal,Completely,Low,Familiar,Closed,None,Cafeteria,Public,Cash,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132875,22.1499013,-100.9937793,Shi Ro Ie,?,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,High,Familiar,Open,Internet,Japanese,Valet Parking,Bank Debit Cards,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132872,22.1735955,-100.9946027,Pizzeria Julios,?,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Partially,Medium,Familiar,Closed,None,American,Public,Bank Debit Cards,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132870,22.1430781,-100.9354788,Tortas Y Hamburguesas El Gordo,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,No Accessibility,Low,Familiar,Closed,None,Burgers,None,Cash,10:30-23:00;,Mon;Tue;Wed;Thu;Fri;
132869,22.1412384,-100.9239252,Dominos Pizza,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,No Accessibility,Medium,Familiar,Closed,None,Pizzeria,Yes,Cash,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132866,22.1412198,-100.9313107,Chaires,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Medium,Familiar,Closed,None,Bakery,Yes,Cash,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132862,22.1506429,-100.9870148,La Posada Del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Casual,Completely,High,Familiar,Closed,None,International,Valet Parking,Bank Debit Cards,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132861,22.1480965,-101.0173023,Carls Jr,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Medium,Familiar,Closed,None,Burgers,Yes,Bank Debit Cards,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132858,22.1312917,-100.9371941,Hamburguesas Valle Dorado,Av. Coral,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,Completely,Low,Familiar,Closed,None,Burgers,None,Cash,18:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132856,22.1513782,-100.9746337,Unicols Pizza,Plaza Del Carmen,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,Completely,Low,Familiar,Closed,None,Italian,None,Cash,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132854,22.1378633,-100.9383273,Sirlone,Carr. Mexico,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,None,Informal,Completely,Medium,Familiar,Closed,None,International,Yes,Bank Debit Cards,10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
132851,22.136872,-100.9345736,Kfc,?,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Low,Familiar,Closed,None,American,Yes,Cash,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132846,22.1422732,-100.9426537,El Lechon Potosino ,Circuito Oriente Esq. Carretera 57,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Permitted,Casual,No Accessibility,Low,Familiar,Open,None,International,None,Cash,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132845,22.1262926,-100.9007764,Cenaduria El Rincón De Tlaquepaque,Av. Seminario,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Mexican,None,Cash,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132834,22.156469,-100.98554,Gorditas Doa Gloria,Sevilla Y Olmedo 715 A,San Luis Potosi,San Luis Potosi,Mexico,78349,No Alcohol,Not Permitted,Casual,No Accessibility,Low,Familiar,Closed,None,Mexican,Public,Cash,08:30-15:00;,Mon;Tue;Wed;Thu;Fri;
132825,22.1473922,-100.983092,Puesto De Tacos,Esquina Santos Degollado Y Leon Guzman,San Luis Potosi,San Luis Potosi,Mexico,78280,No Alcohol,None,Informal,Completely,Low,Familiar,Open,None,Mexican,None,Cash,09:00-12:00;,Mon;Tue;Wed;Thu;Fri;
132773,18.8699929,-99.2103195,El Cotorreo,Emiliano Zapata Col. Tres De Mayo,Cuernavaca,Morelos,Mexico,?,Wine/ Beer,Permitted,Informal,No Accessibility,Low,Familiar,Open,None,Family,None,Cash,10:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132768,18.9257734,-99.2326355,Mariscos Tia Licha,Avenida Salvador Montiel ,Cuernavaca,Morelos,Mexico,62320,No Alcohol,Not Permitted,Casual,Partially,Medium,Familiar,Closed,None,Family,None,Bank Debit Cards,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132767,18.8820871,-99.1630268,Restaurant Familiar El Chino,Paseo De Las Fuentes,Jiutepec,Morelos,Mexico,?,Wine/ Beer,Permitted,Casual,Partially,Medium,Familiar,Open,Variety,Vietnamese,Yes,American Express,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132766,18.9101777,-99.2315438,Mikasa,Himno Nacional Esq. Blvd. Juarez,Cuernavaca,Morelos,Mexico,?,Wine/ Beer,None,Informal,No Accessibility,Medium,Familiar,Closed,None,Japanese,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132755,22.153324,-101.0195459,La Estrella De Dimas,Av. De Los Pintores,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,Partially,Medium,Familiar,Closed,Variety,Mexican,Public,Bank Debit Cards,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132754,22.1477379,-100.9906163,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,Partially,Medium,Familiar,Closed,None,Mexican,None,Cash,08:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132740,23.7521965,-99.1666317,Carreton De Flautas Y Migadas,?,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Permitted,Informal,Completely,Low,Familiar,Open,None,Mexican,None,Cash,08:30-12:00;,Mon;Tue;Wed;Thu;Fri;
132733,23.7527071,-99.1625655,Little Cesarz,?,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Medium,Familiar,Closed,None,Pizzeria,Yes,Bank Debit Cards,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132732,23.7543569,-99.171288,Taqueria El Amigo ,Calle Mezquite Fracc Framboyanes,Ciudad Victoria,Tamaulipas,Mexico,87018,No Alcohol,None,Casual,Completely,Low,Familiar,Open,None,Mexican,None,Cash,19:00-01:00;,Mon;Tue;Wed;Thu;Fri;
132723,22.1489337,-101.019845,Gordas De Morales,?,Ciudad Victoria,San Luis Potosi,Mexico,?,Full Bar,Section,Informal,Completely,Medium,Familiar,Closed,None,Mexican,Public,Visa,06:30-15:00;,Mon;Tue;Wed;Thu;Fri;
132717,23.7318602,-99.1504365,Tortas Hawai,?,Ciudad Victoria,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Partially,Medium,Familiar,Closed,None,Fast Food,Public,Cash,09:30-21:30;,Mon;Tue;Wed;Thu;Fri;
132715,23.7324226,-99.1586602,Tacos De La Estacion,?,Ciudad Victoria,San Luis Potosi,Mexico,?,No Alcohol,None,Informal,No Accessibility,Low,Quiet,Open,None,Mexican,None,Cash,09:00-16:00;,Mon;Tue;Wed;Thu;Fri;
132706,23.7292162,-99.1323571,Gorditas Dona Tota,Zaragoza Entre Francisco Zarco Y Lopez Velarde,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Not Permitted,Informal,No Accessibility,Medium,Familiar,Closed,None,Mexican,Public,Visa,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132667,23.7526973,-99.1633594,Little Pizza Emilio Portes Gil,Calle Emilio Portes Gil,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,None,Informal,Completely,Low,Familiar,Closed,None,Armenian,None,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132626,23.7375834,-99.1351318,La Perica Hamburguesa,?,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,None,Informal,Completely,Medium,Familiar,Closed,None,Italian,Yes,American Express,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132613,23.7529035,-99.165076,Carnitas Mata,Lic. Emilio Portes Gil,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Permitted,Informal,Completely,Medium,Familiar,Closed,None,Mexican,Yes,Cash,08:00-16:00;,Mon;Tue;Wed;Thu;Fri;
132609,23.7602683,-99.1658646,Pollo Frito Buenos Aires,Tampico,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Low,Quiet,Closed,None,Fast Food,Yes,Cash,12:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132608,23.7588052,-99.1651297,Hamburguesas La Perica,Cd. Mier,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Permitted,Informal,Completely,Low,Quiet,Open,None,Mexican,Public,Cash,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132594,23.7521677,-99.165709,Tacos De Barbacoa Enfrente Del Tec,?,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Low,Familiar,Open,None,Mexican,Public,Cash,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132584,23.7523648,-99.1652879,Gorditas Dona Tota,?,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Medium,Familiar,Closed,None,Mexican,Yes,Cash,08:30-20:00;,Mon;Tue;Wed;Thu;Fri;
132572,22.1416471,-100.9927118,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Not Permitted,Informal,Completely,Low,Familiar,Closed,None,Cafeteria,Yes,Cash,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132560,23.7523041,-99.1669133,Puesto De Gorditas,Frente Al Tecnologico,Ciudad Victoria,Tamaulipas,Mexico,?,No Alcohol,Permitted,Informal,No Accessibility,Low,Familiar,Open,None,Regional,Public,Cash,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;
